Sno,Initials,First_Name,Middle Name,Surname,Language_Main
3342,,Ramchandra,,Mudakatte,Konakani
3343,,Anuradha,,Afonso,Konakani
3344,,Sulochana,,Mudakatte,Konakani
3345,,Bharat,,Mudakatte,Konakani
3346,,Mohamad,,DeSouza,Konakani
3347,,Sebastiao,,Asgaonkar,Konakani
3348,,Inacio,,Asgaonkar,Konakani
3349,,Priyanka,,Afonso,Konakani
3350,,Chaya,,Pilgaonkar,Konakani
3351,,Francisco,,Alves,Konakani
3352,,Vijaya,,Andrade,Konakani
3353,,Vishranti,,Akerkar,Konakani
3354,,Devidas,,Gonsalves,Konakani
3355,,Domnic,,Andrade,Konakani
3356,,Deepak,,Pilgaonkar,Konakani
3357,,Subhash,,Gonsalves,Konakani
3358,,Datta,,Akerkar,Konakani
3359,,Balkrishna,,Alves,Konakani
3360,,Prabhakar,,Andrade,Konakani
3361,,Yogesh,,Baliga,Konakani
3362,,Francisca,,Mudakatte,Konakani
3363,,Perpetua,,Gonsalves,Konakani
3364,,Sebastiana,,Pilgaonkar,Konakani
3365,,Manohar,,Pilgaonkar,Konakani
3366,,Pundalik,,Pilgaonkar,Konakani
3367,,Prasad,,Almeida,Konakani
3368,,Nisha,,Almeida,Konakani
3369,,Francis,,Afonso,Konakani
3370,,Nikita,,Baliga,Konakani
3371,,Radha,,Gonsalves,Konakani
3372,,Gajanan,,Mudakatte,Konakani
3373,,Gokuldas,,Akerkar,Konakani
3374,,Sneha,,Mudakatte,Konakani
3375,,Savitri,,Salwankar,Konakani
3376,,Premanand,,Menezes,Konakani
3377,,Suraj,,Akerkar,Konakani
3378,,Vasudev,,Akerkar,Konakani
3379,,Filomena,,Mudakatte,Konakani
3380,,Fatima,,Baliga,Konakani
3381,,Swati,,Andrade,Konakani
3382,,Manoj,,Salwankar,Konakani
3383,,Vinod,,Pilgaonkar,Konakani
3384,,Anil,,Menezes,Konakani
3385,,Maruti,,Akerkar,Konakani
3386,,Prakash,,Mudakatte,Konakani
3387,,Shantabai,,Pilgaonkar,Konakani
3388,,Francisco,,Andrade,Konakani
3389,,Roshan,,Andrade,Konakani
3390,,Yogesh,,Andrade,Konakani
3391,,Madhavi,,Mudakatte,Konakani
3392,,Rahul,,Menezes,Konakani
3393,,Sandeep,,Almeida,Konakani
3394,,Laximi,,Almeida,Konakani
3395,,Anthony,,Salwankar,Konakani
3396,,Pascoal,,Asgaonkar,Konakani
3397,,Sushila,,Alves,Konakani
3398,,Nirmala,,Almeida,Konakani
3399,,Asha,,Almeida,Konakani
3400,,Naresh,,Almeida,Konakani
3401,,Rohit,,Akerkar,Konakani
3402,,Rupa,,Baliga,Konakani
3403,,Bharat,,Afonso,Konakani
3404,,Amit,,Alves,Konakani
3405,,Vishranti,,Menezes,Konakani
3406,,Michael,,Akerkar,Konakani
3407,,Rosalina,,Pilgaonkar,Konakani
3408,,Kamal,,Baliga,Konakani
3409,,Priya,,Salwankar,Konakani
3410,,Laximi,,Andrade,Konakani
3411,,Sukanti,,Salwankar,Konakani
3412,,Amit,,Barreto,Konakani
3413,,Laxmi,,Asgaonkar,Konakani
3414,,Rajendra,,Afonso,Konakani
3415,,Varsha,,Menezes,Konakani
3416,,Pramila,,Andrade,Konakani
3417,,Sunanda,,Afonso,Konakani
3418,,Ashok,,Mudakatte,Konakani
3419,,Meena,,Almeida,Konakani
3420,,Neha,,Andrade,Konakani
3421,,Rosario,,Alves,Konakani
3422,,Siddesh,,Almeida,Konakani
3423,,Abdul,,Akerkar,Konakani
3424,,Laxman,,Alves,Konakani
3425,,Tulshidas,,Almeida,Konakani
3426,,Devidas,,DeSouza,Konakani
3427,,Premanand,,Pilgaonkar,Konakani
3428,,Shivanand,,Afonso,Konakani
3429,,Geeta,,Pilgaonkar,Konakani
3430,,Sumitra,,Pilgaonkar,Konakani
3431,,Lalita,,Salwankar,Konakani
3432,,Suvarna,,Barreto,Konakani
3433,,Suvarna,,Almeida,Konakani
3434,,Gopal,,Alves,Konakani
3435,,Mangala,,Afonso,Konakani
3436,,Mangala,,Asgaonkar,Konakani
3437,,Rahul,,Alves,Konakani
3438,,Nirmala,,Menezes,Konakani
3439,,Joaquina,,Pilgaonkar,Konakani
3440,,Kalpana,,Alves,Konakani
3441,,Kamal,,Mudakatte,Konakani
3442,,Radhika,,Mudakatte,Konakani
3443,,Anant,,Salwankar,Konakani
3444,,Shashikala,,Akerkar,Konakani
3445,,Antonio,,Andrade,Konakani
3446,,Shivaji,,Mudakatte,Konakani
3447,,Dattaram,,Mudakatte,Konakani
3448,,Piedade,,Afonso,Konakani
3449,,Vaishali,,Akerkar,Konakani
3450,,Ram,,Asgaonkar,Konakani
3451,,Mohan,,Pilgaonkar,Konakani
3452,,Pradip,,Barreto,Konakani
3453,,Ujwala,,Menezes,Konakani
3454,,Damodar,,Alves,Konakani
3455,,Luiza,,Akerkar,Konakani
3456,,Sarvesh,,Alves,Konakani
3457,,Shobha,,Pilgaonkar,Konakani
3458,,Rajan,,Gonsalves,Konakani
3459,,Shruti,,Gonsalves,Konakani
3460,,Mangesh,,Barreto,Konakani
3461,,Savita,,Afonso,Konakani
3462,,Mohammad,,Akerkar,Konakani
3463,,Arjun,,Salwankar,Konakani
3464,,Mohan,,Afonso,Konakani
3465,,Ratnakar,,Mudakatte,Konakani
3466,,Nirmala,,Baliga,Konakani
3467,,Ramdas,,Almeida,Konakani
3468,,Maruti,,Almeida,Konakani
3469,,Sachin,,Pilgaonkar,Konakani
3470,,Narendra,,Andrade,Konakani
3471,,Rohit,,Almeida,Konakani
3472,,Rashmi,,Almeida,Konakani
3473,,Suchita,,Gonsalves,Konakani
3474,,Rohini,,Baliga,Konakani
3475,,Shantabai,,Barreto,Konakani
3476,,Shruti,,Alves,Konakani
3477,,Sebastiana,,Almeida,Konakani
3478,,Ramdas,,Afonso,Konakani
3479,,Sulaksha,,Menezes,Konakani
3480,,Santan,,Baliga,Konakani
3481,,Usha,,Mudakatte,Konakani
3482,,Govind,,Pilgaonkar,Konakani
3483,,Suraj,,Mudakatte,Konakani
3484,,Suchita,,Mudakatte,Konakani
3485,,Mahesh,,Afonso,Konakani
3486,,Shantaram,,Baliga,Konakani
3487,,Nitin,,Salwankar,Konakani
3488,,John,,Pilgaonkar,Konakani
3489,,Sitaram,,Gonsalves,Konakani
3490,,Sharmila,,Gonsalves,Konakani
3491,,Anand,,Afonso,Konakani
3492,,Laxman,,Almeida,Konakani
3493,,Abdul,,Alves,Konakani
3494,,Sunil,,Akerkar,Konakani
3495,,Ujwala,,Almeida,Konakani
3496,,Rupali,,Gonsalves,Konakani
3497,,Jyoti,,Pilgaonkar,Konakani
3498,,Radhika,,Gonsalves,Konakani
3499,,Laximan,,Akerkar,Konakani
3500,,Vishwanath,,Barreto,Konakani
3501,,Filomena,,Gonsalves,Konakani
3502,,Nagesh,,Almeida,Konakani
3503,,Gauri,,DeSouza,Konakani
3504,,Deepak,,Gonsalves,Konakani
3505,,Damodar,,Pilgaonkar,Konakani
3506,,Ramakant,,Baliga,Konakani
3507,,Pushpa,,Baliga,Konakani
3508,,Filomena,,Baliga,Konakani
3509,,Pratima,,Andrade,Konakani
3510,,Satish,,Afonso,Konakani
3511,,Santan,,Almeida,Konakani
3512,,Anandi,,Pilgaonkar,Konakani
3513,,Siddesh,,Baliga,Konakani
3514,,Gauresh,,Baliga,Konakani
3515,,Vivek,,Gonsalves,Konakani
3516,,Thomas,,Alves,Konakani
3517,,Sunanda,,Baliga,Konakani
3518,,Mahesh,,Asgaonkar,Konakani
3519,,Anthony,,Alves,Konakani
3520,,Shanti,,Afonso,Konakani
3521,,Kalpana,,DeSouza,Konakani
3522,,Fatima,,Mudakatte,Konakani
3523,,Supriya,,Barreto,Konakani
3524,,Sushant,,Afonso,Konakani
3525,,Shruti,,Afonso,Konakani
3526,,Prema,,Andrade,Konakani
3527,,Sunita,,Almeida,Konakani
3528,,Sangita,,Salwankar,Konakani
3529,,Sunanda,,Menezes,Konakani
3530,,Pushpa,,Pilgaonkar,Konakani
3531,,Vinay,,Menezes,Konakani
3532,,Shubhangi,,Salwankar,Konakani
3533,,Mohan,,Menezes,Konakani
3534,,Deepa,,Barreto,Konakani
3535,,Roshan,,Akerkar,Konakani
3536,,Maya,,Barreto,Konakani
3537,,Francisca,,Barreto,Konakani
3538,,Laxmi,,Akerkar,Konakani
3539,,Arun,,Salwankar,Konakani
3540,,Yeshwant,,Salwankar,Konakani
3541,,Shalini,,Salwankar,Konakani
3542,,Sushma,,Andrade,Konakani
3543,,Pratiksha,,Pilgaonkar,Konakani
3544,,Damodar,,Andrade,Konakani
3545,,Nisha,,Andrade,Konakani
3546,,Sagar,,DeSouza,Konakani
3547,,Milan,,Afonso,Konakani
3548,,Shivanand,,DeSouza,Konakani
3549,,Rashmi,,Salwankar,Konakani
3550,,Vasant,,Mudakatte,Konakani
3551,,Vincent,,Almeida,Konakani
3552,,Shital,,Menezes,Konakani
3553,,Sumitra,,Asgaonkar,Konakani
3554,,Arvind,,Akerkar,Konakani
3555,,Manohar,,Barreto,Konakani
3556,,Priyanka,,Gonsalves,Konakani
3557,,Shalini,,Baliga,Konakani
3558,,Kashinath,,Almeida,Konakani
3559,,Prashant,,Andrade,Konakani
3560,,Ana,,Salwankar,Konakani
3561,,Mohini,,Barreto,Konakani
3562,,Mario,,Mudakatte,Konakani
3563,,Abdul,,DeSouza,Konakani
3564,,Shankar,,Baliga,Konakani
3565,,Shashikant,,Andrade,Konakani
3566,,Sushant,,Asgaonkar,Konakani
3567,,Siddesh,,Menezes,Konakani
3568,,Shivaji,,Almeida,Konakani
3569,,Manuel,,Barreto,Konakani
3570,,Dinesh,,Baliga,Konakani
3571,,Anil,,Salwankar,Konakani
3572,,Sagar,,Baliga,Konakani
3573,,Raju,,Alves,Konakani
3574,,Vivek,,Baliga,Konakani
3575,,Nitesh,,Barreto,Konakani
3576,,Sarita,,Salwankar,Konakani
3577,,Minguel,,Barreto,Konakani
3578,,Pandurang,,Akerkar,Konakani
3579,,Sebastiao,,Afonso,Konakani
3580,,Pradip,,Menezes,Konakani
3581,,Rajesh,,Salwankar,Konakani
3582,,Gauresh,,Pilgaonkar,Konakani
3583,,Mohamad,,Alves,Konakani
3584,,Pradeep,,Akerkar,Konakani
3585,,Pascoal,,Menezes,Konakani
3586,,Neha,,Pilgaonkar,Konakani
3587,,Digambar,,Menezes,Konakani
3588,,Pratima,,Asgaonkar,Konakani
3589,,Vaishali,,Barreto,Konakani
3590,,Shantaram,,Andrade,Konakani
3591,,Nagesh,,Salwankar,Konakani
3592,,Anand,,Barreto,Konakani
3593,,Nilima,,Menezes,Konakani
3594,,Siddesh,,Mudakatte,Konakani
3595,,Manjunath,,Baliga,Konakani
3596,,Priya,,Gonsalves,Konakani
3597,,Sanjana,,Asgaonkar,Konakani
3598,,Shrimati,,Asgaonkar,Konakani
3599,,Shilpa,,Salwankar,Konakani
3600,,Sulaksha,,Alves,Konakani
3601,,Amit,,Asgaonkar,Konakani
3602,,Manuel,,Baliga,Konakani
3603,,Dnyaneshwar,,DeSouza,Konakani
3604,,Rohidas,,Andrade,Konakani
3605,,Santan,,Mudakatte,Konakani
3606,,Pramila,,DeSouza,Konakani
3607,,Sunita,,Andrade,Konakani
3608,,Santosh,,Almeida,Konakani
3609,,Narayan,,Almeida,Konakani
3610,,Amita,,Pilgaonkar,Konakani
3611,,Mohamad,,Salwankar,Konakani
3612,,Deepak,,Baliga,Konakani
3613,,Suhasini,,Mudakatte,Konakani
3614,,Sarvesh,,Gonsalves,Konakani
3615,,Suman,,Barreto,Konakani
3616,,Suman,,Alves,Konakani
3617,,Laxmi,,Menezes,Konakani
3618,,Suresh,,Afonso,Konakani
3619,,Mohamad,,Afonso,Konakani
3620,,Kamal,,Gonsalves,Konakani
3621,,Taramati,,Akerkar,Konakani
3622,,Sandeep,,Alves,Konakani
3623,,Saraswati,,Afonso,Konakani
3624,,Paresh,,DeSouza,Konakani
3625,,Pratima,,Mudakatte,Konakani
3626,,Suhasini,,Baliga,Konakani
3627,,Surendra,,Afonso,Konakani
3628,,Agnelo,,Almeida,Konakani
3629,,Rohan,,DeSouza,Konakani
3630,,Anuradha,,Akerkar,Konakani
3631,,Salvador,,Menezes,Konakani
3632,,Sagar,,Asgaonkar,Konakani
3633,,Peter,,DeSouza,Konakani
3634,,Pedro,,Barreto,Konakani
3635,,Dilip,,Pilgaonkar,Konakani
3636,,Pooja,,Salwankar,Konakani
3637,,Ravi,,Baliga,Konakani
3638,,Savitri,,Asgaonkar,Konakani
3639,,Sarita,,Menezes,Konakani
3640,,Manjunath,,Akerkar,Konakani
3641,,Venkatesh,,Alves,Konakani
3642,,Shantaram,,Afonso,Konakani
3643,,Parvati,,Almeida,Konakani
3644,,Raghunath,,Afonso,Konakani
3645,,Mahesh,,DeSouza,Konakani
3646,,Mahadev,,DeSouza,Konakani
3647,,Uday,,Asgaonkar,Konakani
3648,,Caitano,,Asgaonkar,Konakani
3649,,Naresh,,Akerkar,Konakani
3650,,Asha,,Menezes,Konakani
3651,,Sita,,Afonso,Konakani
3652,,Mohamad,,Akerkar,Konakani
3653,,Kishor,,Pilgaonkar,Konakani
3654,,Reshma,,Gonsalves,Konakani
3655,,Luiza,,Menezes,Konakani
3656,,Digambar,,Barreto,Konakani
3657,,Surekha,,Mudakatte,Konakani
3658,,Rohidas,,Mudakatte,Konakani
3659,,Ramakant,,Gonsalves,Konakani
3660,,Shruti,,DeSouza,Konakani
3661,,Santosh,,Gonsalves,Konakani
3662,,Vishwanath,,Afonso,Konakani
3663,,Nisha,,Barreto,Konakani
3664,,Rohidas,,Afonso,Konakani
3665,,Tulshidas,,Afonso,Konakani
3666,,Pramod,,Almeida,Konakani
3667,,Ramnath,,Asgaonkar,Konakani
3668,,Domnic,,Baliga,Konakani
3669,,Sonia,,Baliga,Konakani
3670,,Atmaram,,Andrade,Konakani
3671,,Samir,,Afonso,Konakani
3672,,Sulochana,,Barreto,Konakani
3673,,Surekha,,Barreto,Konakani
3674,,Jyoti,,Mudakatte,Konakani
3675,,Swapnil,,DeSouza,Konakani
3676,,Chandravati,,Mudakatte,Konakani
3677,,Ajay,,Alves,Konakani
3678,,Anandi,,Barreto,Konakani
3679,,Francisca,,Akerkar,Konakani
3680,,Sulochana,,Baliga,Konakani
3681,,Xavier,,Salwankar,Konakani
3682,,Shantabai,,Afonso,Konakani
3683,,Sonali,,Pilgaonkar,Konakani
3684,,Shalini,,Menezes,Konakani
3685,,Divya,,Salwankar,Konakani
3686,,Luis,,Menezes,Konakani
3687,,Vijay,,Menezes,Konakani
3688,,Shruti,,Almeida,Konakani
3689,,Reshma,,Afonso,Konakani
3690,,Perpetua,,Akerkar,Konakani
3691,,Raju,,Barreto,Konakani
3692,,Kashinath,,Akerkar,Konakani
3693,,Suhas,,DeSouza,Konakani
3694,,Sujata,,Salwankar,Konakani
3695,,Pramila,,Alves,Konakani
3696,,Shakuntala,,Baliga,Konakani
3697,,Seema,,Baliga,Konakani
3698,,Poonam,,DeSouza,Konakani
3699,,Sanjana,,Afonso,Konakani
3700,,Rupali,,Akerkar,Konakani
3701,,Dattaram,,Afonso,Konakani
3702,,Ujwala,,Gonsalves,Konakani
3703,,Perpetua,,Alves,Konakani
3704,,Swapnil,,Pilgaonkar,Konakani
3705,,Gauri,,Barreto,Konakani
3706,,Shakuntala,,Barreto,Konakani
3707,,Savitri,,Gonsalves,Konakani
3708,,Uttam,,Afonso,Konakani
3709,,Bharati,,DeSouza,Konakani
3710,,Agnelo,,Menezes,Konakani
3711,,Madhu,,Almeida,Konakani
3712,,Vidhya,,Akerkar,Konakani
3713,,Yeshwant,,Menezes,Konakani
3714,,Ramchandra,,Menezes,Konakani
3715,,Nilesh,,Baliga,Konakani
3716,,Kashinath,,Asgaonkar,Konakani
3717,,Nikita,,Gonsalves,Konakani
3718,,Govind,,Salwankar,Konakani
3719,,Prema,,Almeida,Konakani
3720,,Kishor,,Afonso,Konakani
3721,,Sonia,,Akerkar,Konakani
3722,,Pascoal,,Gonsalves,Konakani
3723,,Shashikala,,Salwankar,Konakani
3724,,Vaman,,Menezes,Konakani
3725,,Sandhya,,DeSouza,Konakani
3726,,Rosalina,,Barreto,Konakani
3727,,Ramesh,,Akerkar,Konakani
3728,,Neeta,,Barreto,Konakani
3729,,Sushma,,Salwankar,Konakani
3730,,Shobha,,Baliga,Konakani
3731,,Deepali,,Almeida,Konakani
3732,,Domingos,,Akerkar,Konakani
3733,,Shashikala,,Almeida,Konakani
3734,,Shantabai,,Asgaonkar,Konakani
3735,,Shanti,,Menezes,Konakani
3736,,Shobha,,Mudakatte,Konakani
3737,,Vasudev,,Alves,Konakani
3738,,Pundalik,,Afonso,Konakani
3739,,Abdul,,Gonsalves,Konakani
3740,,Babu,,Akerkar,Konakani
3741,,Surendra,,Alves,Konakani
3742,,Arvind,,DeSouza,Konakani
3743,,Ravi,,Gonsalves,Konakani
3744,,Mohammad,,DeSouza,Konakani
3745,,Neha,,Gonsalves,Konakani
3746,,Nirmala,,Afonso,Konakani
3747,,Chaya,,Gonsalves,Konakani
3748,,Mangesh,,Afonso,Konakani
3749,,Anita,,Asgaonkar,Konakani
3750,,Luiza,,Baliga,Konakani
3751,,Taramati,,Baliga,Konakani
3752,,Anand,,Salwankar,Konakani
3753,,Sweta,,Mudakatte,Konakani
3754,,Nilesh,,Pilgaonkar,Konakani
3755,,Chaya,,Akerkar,Konakani
3756,,Sarvesh,,Menezes,Konakani
3757,,Pedro,,Salwankar,Konakani
3758,,Sunita,,Menezes,Konakani
3759,,Nilima,,Almeida,Konakani
3760,,Parvati,,Pilgaonkar,Konakani
3761,,Suman,,Menezes,Konakani
3762,,Vandana,,Akerkar,Konakani
3763,,Sangeeta,,Asgaonkar,Konakani
3764,,Ravi,,Mudakatte,Konakani
3765,,Rajan,,Alves,Konakani
3766,,Madhavi,,DeSouza,Konakani
3767,,Maria,,Akerkar,Konakani
3768,,Shrimati,,Gonsalves,Konakani
3769,,Shivanand,,Andrade,Konakani
3770,,Suryakant,,Barreto,Konakani
3771,,Luiza,,Barreto,Konakani
3772,,Sebastiao,,Gonsalves,Konakani
3773,,Shivaji,,Akerkar,Konakani
3774,,Manjunath,,Afonso,Konakani
3775,,Rohidas,,Menezes,Konakani
3776,,Ujwala,,Asgaonkar,Konakani
3777,,Shaila,,Menezes,Konakani
3778,,Anthony,,Akerkar,Konakani
3779,,Francisco,,Gonsalves,Konakani
3780,,Milagrina,,Almeida,Konakani
3781,,Antoneta,,Afonso,Konakani
3782,,Rosario,,Almeida,Konakani
3783,,Joao,,Menezes,Konakani
3784,,Gajanan,,Alves,Konakani
3785,,Anandi,,Menezes,Konakani
3786,,Rosalina,,Menezes,Konakani
3787,,Suvarna,,Baliga,Konakani
3788,,Pushpa,,Gonsalves,Konakani
3789,,Archana,,Menezes,Konakani
3790,,Shakuntala,,Andrade,Konakani
3791,,Usha,,DeSouza,Konakani
3792,,Smita,,Baliga,Konakani
3793,,Anjali,,Salwankar,Konakani
3794,,Manohar,,Andrade,Konakani
3795,,Maya,,Mudakatte,Konakani
3796,,Bharat,,Gonsalves,Konakani
3797,,Jayanti,,Salwankar,Konakani
3798,,Radhika,,Baliga,Konakani
3799,,Sita,,Salwankar,Konakani
3800,,Rupali,,Andrade,Konakani
3801,,Deepali,,Afonso,Konakani
3802,,Pramila,,Gonsalves,Konakani
3803,,Rajan,,Menezes,Konakani
3804,,Alex,,Barreto,Konakani
3805,,Mohamad,,Asgaonkar,Konakani
3806,,Laxmi,,Andrade,Konakani
3807,,Thomas,,Barreto,Konakani
3808,,Sonali,,Asgaonkar,Konakani
3809,,Narendra,,Akerkar,Konakani
3810,,Premavati,,Menezes,Konakani
3811,,Arun,,Barreto,Konakani
3812,,Tukaram,,Afonso,Konakani
3813,,Shashikant,,Baliga,Konakani
3814,,Kalpana,,Andrade,Konakani
3815,,Vishranti,,Mudakatte,Konakani
3816,,Dattaram,,Andrade,Konakani
3817,,Menino,,Pilgaonkar,Konakani
3818,,Shilpa,,Mudakatte,Konakani
3819,,Sarita,,Baliga,Konakani
3820,,Sushma,,Asgaonkar,Konakani
3821,,Savita,,Gonsalves,Konakani
3822,,Yogesh,,Almeida,Konakani
3823,,Narayan,,Pilgaonkar,Konakani
3824,,Nirmala,,Mudakatte,Konakani
3825,,Shailesh,,Menezes,Konakani
3826,,Vijaya,,Pilgaonkar,Konakani
3827,,Geeta,,Mudakatte,Konakani
3828,,Subhash,,Almeida,Konakani
3829,,Inacio,,Afonso,Konakani
3830,,Sagar,,Alves,Konakani
3831,,Sunita,,Afonso,Konakani
3832,,Sushant,,Salwankar,Konakani
3833,,Shivaji,,Asgaonkar,Konakani
3834,,Parshuram,,Almeida,Konakani
3835,,Ratnakar,,Akerkar,Konakani
3836,,Pandurang,,Pilgaonkar,Konakani
3837,,Prashant,,Menezes,Konakani
3838,,Madhu,,Andrade,Konakani
3839,,Sonali,,Afonso,Konakani
3840,,Pradip,,Andrade,Konakani
3841,,Rosy,,Akerkar,Konakani
3842,,Pravin,,Salwankar,Konakani
3843,,Rosy,,Afonso,Konakani
3844,,John,,Almeida,Konakani
3845,,Kavita,,DeSouza,Konakani
3846,,Menino,,Alves,Konakani
3847,,Mahesh,,Andrade,Konakani
3848,,Divya,,Pilgaonkar,Konakani
3849,,Sandip,,Almeida,Konakani
3850,,Shivaji,,Menezes,Konakani
3851,,Pascoal,,Akerkar,Konakani
3852,,Umesh,,Asgaonkar,Konakani
3853,,Rajendra,,Mudakatte,Konakani
3854,,Anuradha,,Gonsalves,Konakani
3855,,Mangala,,Akerkar,Konakani
3856,,John,,Asgaonkar,Konakani
3857,,Rosy,,Almeida,Konakani
3858,,Bharat,,Menezes,Konakani
3859,,Tulshidas,,Baliga,Konakani
3860,,Vishwas,,DeSouza,Konakani
3861,,Ajit,,Almeida,Konakani
3862,,Suraj,,DeSouza,Konakani
3863,,Arun,,Alves,Konakani
3864,,Sulaksha,,Akerkar,Konakani
3865,,Madhukar,,Gonsalves,Konakani
3866,,Joao,,Salwankar,Konakani
3867,,Amit,,Baliga,Konakani
3868,,Salvador,,Almeida,Konakani
3869,,Priyanka,,Mudakatte,Konakani
3870,,Caitano,,Salwankar,Konakani
3871,,Monica,,Gonsalves,Konakani
3872,,Sachin,,Gonsalves,Konakani
3873,,Sushila,,Menezes,Konakani
3874,,Suresh,,Gonsalves,Konakani
3875,,Mahesh,,Alves,Konakani
3876,,Nikita,,Afonso,Konakani
3877,,Smita,,Andrade,Konakani
3878,,Sitabai,,Salwankar,Konakani
3879,,Sneha,,Barreto,Konakani
3880,,Suhasini,,Menezes,Konakani
3881,,Prashant,,Mudakatte,Konakani
3882,,Thomas,,Baliga,Konakani
3883,,Sneha,,Almeida,Konakani
3884,,Thomas,,DeSouza,Konakani
3885,,Santosh,,Baliga,Konakani
3886,,Trupti,,Akerkar,Konakani
3887,,Vinay,,Alves,Konakani
3888,,Ashwini,,DeSouza,Konakani
3889,,Dilip,,Andrade,Konakani
3890,,Joaquina,,Mudakatte,Konakani
3891,,Diksha,,Pilgaonkar,Konakani
3892,,Rohini,,Gonsalves,Konakani
3893,,Anand,,Alves,Konakani
3894,,Parshuram,,Gonsalves,Konakani
3895,,Shruti,,Salwankar,Konakani
3896,,Sebastiao,,Salwankar,Konakani
3897,,Laxmi,,Gonsalves,Konakani
3898,,Rupesh,,Alves,Konakani
3899,,Caitan,,Baliga,Konakani
3900,,Prashant,,Afonso,Konakani
3901,,Sarita,,Akerkar,Konakani
3902,,Priya,,Asgaonkar,Konakani
3903,,Vinod,,Almeida,Konakani
3904,,Rama,,Salwankar,Konakani
3905,,Vidhya,,Asgaonkar,Konakani
3906,,Sonali,,Salwankar,Konakani
3907,,Amit,,Afonso,Konakani
3908,,Pascoal,,Andrade,Konakani
3909,,Suchita,,Salwankar,Konakani
3910,,Savita,,Asgaonkar,Konakani
3911,,Deepa,,Almeida,Konakani
3912,,Uday,,Salwankar,Konakani
3913,,Francisca,,Andrade,Konakani
3914,,Nirmala,,Asgaonkar,Konakani
3915,,Priyanka,,Salwankar,Konakani
3916,,Anil,,Afonso,Konakani
3917,,Rajani,,Mudakatte,Konakani
3918,,Nirmala,,Salwankar,Konakani
3919,,Laximi,,Menezes,Konakani
3920,,Diksha,,DeSouza,Konakani
3921,,Rupesh,,Pilgaonkar,Konakani
3922,,Vithal,,Mudakatte,Konakani
3923,,Laximi,,Salwankar,Konakani
3924,,Naresh,,Gonsalves,Konakani
3925,,Kashinath,,Salwankar,Konakani
3926,,Smita,,Afonso,Konakani
3927,,Suvarna,,Alves,Konakani
3928,,Govind,,Asgaonkar,Konakani
3929,,Subhash,,Mudakatte,Konakani
3930,,Vandana,,Almeida,Konakani
3931,,Pascoal,,Alves,Konakani
3932,,Francisca,,Pilgaonkar,Konakani
3933,,Mohammad,,Barreto,Konakani
3934,,Maria,,Pilgaonkar,Konakani
3935,,Rekha,,Akerkar,Konakani
3936,,Rohit,,Gonsalves,Konakani
3937,,Alex,,Mudakatte,Konakani
3938,,Laximan,,Almeida,Konakani
3939,,Shripad,,Asgaonkar,Konakani
3940,,Prashant,,Baliga,Konakani
3941,,Divya,,DeSouza,Konakani
3942,,Datta,,Barreto,Konakani
3943,,Sandeep,,Andrade,Konakani
3944,,Caetano,,Almeida,Konakani
3945,,Sanjay,,Salwankar,Konakani
3946,,Neeta,,DeSouza,Konakani
3947,,Keshav,,Pilgaonkar,Konakani
3948,,Savita,,Andrade,Konakani
3949,,Rosalina,,Almeida,Konakani
3950,,Prabhakar,,Barreto,Konakani
3951,,Mohammed,,Gonsalves,Konakani
3952,,Sumati,,Baliga,Konakani
3953,,Rupali,,Almeida,Konakani
3954,,Pandurang,,Mudakatte,Konakani
3955,,Deepak,,Salwankar,Konakani
3956,,Jayanti,,Akerkar,Konakani
3957,,Joaquina,,Gonsalves,Konakani
3958,,Sita,,Almeida,Konakani
3959,,Gurudas,,Pilgaonkar,Konakani
3960,,Mahadev,,Asgaonkar,Konakani
3961,,Sebastiana,,Afonso,Konakani
3962,,Santan,,Gonsalves,Konakani
3963,,Kamal,,Menezes,Konakani
3964,,Domingos,,Asgaonkar,Konakani
3965,,Piedade,,Pilgaonkar,Konakani
3966,,Neeta,,Afonso,Konakani
3967,,Prema,,DeSouza,Konakani
3968,,Paresh,,Baliga,Konakani
3969,,Kishor,,Andrade,Konakani
3970,,Deepali,,Pilgaonkar,Konakani
3971,,Sanjay,,Asgaonkar,Konakani
3972,,Sitabai,,Barreto,Konakani
3973,,Nagesh,,Menezes,Konakani
3974,,Ramnath,,Menezes,Konakani
3975,,Arun,,Gonsalves,Konakani
3976,,Vishwas,,Gonsalves,Konakani
3977,,Reshma,,Mudakatte,Konakani
3978,,Laxman,,Asgaonkar,Konakani
3979,,Narayan,,Menezes,Konakani
3980,,Shruti,,Andrade,Konakani
3981,,Monica,,Andrade,Konakani
3982,,Uday,,DeSouza,Konakani
3983,,Bhagirathi,,Salwankar,Konakani
3984,,Rosa,,Pilgaonkar,Konakani
3985,,Mohammad,,Gonsalves,Konakani
3986,,Joaquim,,Akerkar,Konakani
3987,,Vishwanath,,DeSouza,Konakani
3988,,Gopal,,DeSouza,Konakani
3989,,Kamal,,Barreto,Konakani
3990,,Shalini,,Mudakatte,Konakani
3991,,Mahendra,,Barreto,Konakani
3992,,Laximan,,DeSouza,Konakani
3993,,Maria,,Alves,Konakani
3994,,Govind,,Andrade,Konakani
3995,,Umesh,,Menezes,Konakani
3996,,Prema,,Alves,Konakani
3997,,Shital,,Andrade,Konakani
3998,,Joseph,,Barreto,Konakani
3999,,Nilesh,,Mudakatte,Konakani
4000,,Yogesh,,Alves,Konakani
